/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch0
1861.02 3.148  1.8416
3273.32 5.462  1.88331
3471.2 5.771  2.741
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch1
1848.01 3.148  2.0078
3254.76 5.462  1.72877
3447.72 5.771  2.02212
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch2
1799.56 3.148  2.45099
3170.36 5.462  1.92821
3358.64 5.771  2.04279
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch3
1885.76 3.148  1.80942
3333.3 5.462  1.70759
3530.97 5.771  2.49774
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch4
1847.56 3.148  2.71446
3270.41 5.462  2.23469
3473.69 5.771  1.82573
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch5
1855.31 3.148  2.6591
3301.19 5.462  1.99578
3499.72 5.771  2.29612
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch6
1771.11 3.148  2.14348
3139.47 5.462  2.23988
3327.33 5.771  2.74964
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch7
1814.46 3.148  2.28992
3229.26 5.462  1.83175
3419.43 5.771  2.72344
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch8
1813.22 3.148  2.55372
3226.43 5.462  3.01011
3424.29 5.771  2.18121
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch9
1784.27 3.148  3.06517
3195.37 5.462  2.46645
3391.53 5.771  2.51334
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch10
1796.21 3.148  4.461
3216.52 5.462  2.27408
3409.81 5.771  3.95533
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch11
1781.48 3.148  3.34204
3212.34 5.462  2.93838
3411.07 5.771  3.25236
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch12
1755.97 3.148  2.27126
3147.76 5.462  2.89765
3344.88 5.771  3.68805
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch13
1774.26 3.148  6.61533
3213.04 5.462  9.53547
3410.15 5.771  8.74667
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch14
1710.77 3.148  3.3437
3103.83 5.462  4.17077
3296.31 5.771  3.60873
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEXch15
1706.35 3.148  8.18697
3150.12 5.462  16.9527
3358.79 5.771  4.12151
