# tel6/dEX.dat is created from AlphaCalibration.C
# offset gain
0.0547185 0.00164966
0.0544523 0.00165665
0.0638506 0.00169758
0.0616646 0.00161709
0.0948676 0.00163554
0.10134 0.00161847
0.108997 0.00170011
0.120125 0.00164822
0.116188 0.00164835
0.169492 0.00164843
0.163008 0.00163984
0.168042 0.00164005
0.174572 0.00166756
0.155279 0.00163535
0.21427 0.00167524
0.253952 0.00163643
