/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch0
1845.28 3.148  1.03151
3235.97 5.462  1.32195
3426.19 5.771  1.23655
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch1
1865.61 3.148  1.04586
3268.65 5.462  0.912753
3462.21 5.771  1.40723
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch2
1825.69 3.148  1.05267
3191.23 5.462  0.929095
3378.3 5.771  1.22609
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch3
1887.45 3.148  0.94804
3302.35 5.462  1.08635
3499.04 5.771  1.41182
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch4
1843.4 3.148  0.772727
3217.86 5.462  1.09676
3410.68 5.771  1.44098
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch5
1876.97 3.148  1.05177
3281.28 5.462  0.857838
3472.32 5.771  1.52125
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch6
1894.33 3.148  0.954953
3313.58 5.462  1.0111
3509.17 5.771  1.3044
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch7
1910.61 3.148  1.13396
3342.31 5.462  1.00178
3537.05 5.771  1.5944
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch8
1845.78 3.148  0.861431
3222.09 5.462  0.963575
3412.55 5.771  1.49879
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch9
1860.11 3.148  0.984823
3250.24 5.462  0.977889
3442.34 5.771  1.44057
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch10
1877.45 3.148  1.11306
3274.47 5.462  1.10903
3468.32 5.771  1.26073
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch11
1896.72 3.148  1.06739
3311.16 5.462  1.08105
3502.81 5.771  1.68459
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch12
1853.29 3.148  1.01822
3235.71 5.462  0.944852
3424.44 5.771  1.66593
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch13
1946.93 3.148  0.990472
3398.99 5.462  1.13801
3596.02 5.771  1.26292
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch14
1857.45 3.148  0.90736
3238.33 5.462  0.926721
3430.27 5.771  1.29004
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEYch15
1908.33 3.148  0.972162
3327.35 5.462  0.927005
3522.62 5.771  1.25372
