# prm/ssd/tel6/ch2MeV_dEX.dat is created from AlphaCalibration.C
# offset gain
0.106672 0.00163399
0.118178 0.0016403
0.118387 0.00168393
0.144787 0.00159383
0.175186 0.00161249
0.175915 0.00160032
0.164811 0.00168581
0.180206 0.00163508
0.198575 0.00162812
0.232557 0.00163533
0.219104 0.00163036
0.265777 0.00161552
0.248163 0.00165436
0.308684 0.00160272
0.323985 0.00165303
0.411176 0.0015959
