# prm/ssd/tel6/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
0.0 0.0
0.195115 0.00172864
0.205719 0.00173757
0.212052 0.00167702
0.191658 0.00171534
0.178087 0.00174301
0.20374 0.00172178
0.184788 0.00170726
0.179987 0.00178062
0.209437 0.00169911
0.190895 0.00172865
0.180781 0.00169663
0.182142 0.00172039
0.155411 0.00173632
0.129931 0.00176522
0.12055 0.00171374
