# tel2/dEX.dat is created from AlphaCalibration.C
# offset gain
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
-0.655896 0.0075569
0.0 0.0
-0.4158 0.00769544
0.0 0.0
-0.600662 0.0080393
0.0 0.0
-0.285579 0.00740099
0.0 0.0
-0.527265 0.00784772
0.0 0.0
0.0 0.0
0.0 0.0
