# prm/ssd/tel2/ch2MeV_dEX.dat is created from AlphaCalibration.C
# offset gain
-0.355274 0.00827205
-0.75426 0.00909316
-0.586387 0.00851291
-0.779268 0.00941307
-0.794467 0.00914232
-0.439696 0.0088732
-0.411928 0.00834907
-0.551599 0.00905001
-0.660242 0.00904076
-0.604965 0.00910866
-0.14052 0.00731396
-0.695977 0.0093273
-0.585646 0.00905804
-0.379888 0.00866054
-0.593241 0.00902378
-0.409037 0.00879355
