# tel2/dEY.dat is created from AlphaCalibration.C
# offset gain
0.0 0.0
-0.654202 0.00816502
-0.896939 0.00788344
-0.769553 0.00837749
-0.75205 0.00813364
-0.838705 0.00809439
0.0 0.0
-0.934219 0.0082079
-0.627984 0.00796258
-0.587726 0.00793138
-0.32223 0.00805595
-0.707897 0.00786285
-0.575987 0.00800249
-0.676796 0.00781846
0.0 0.0
-0.515422 0.00840466
