/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch0
762.195 3.148  0.657267
1277.28 5.462  0.627992
1347.52 5.771  0.79986
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch1
784.868 3.148  0.564545
1330 5.462  0.509227
1404.57 5.771  0.572626
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch2
780.355 3.148  0.541607
1315.87 5.462  0.516435
1388.92 5.771  0.787309
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch3
768.558 3.148  0.475694
1284.86 5.462  0.520372
1354.9 5.771  0.665839
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch4
999.126 3.148  0.63855
1693.44 5.462  0.652552
1786.69 5.771  0.853784
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch5
850.073 3.148  0.586012
1413.9 5.462  0.577724
1490.94 5.771  0.679831
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch6
780.911 3.148  0.524746
1287.01 5.462  0.455929
1355.63 5.771  0.591964
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch7
745.991 3.148  0.442785
1264.1 5.462  0.515388
1334.72 5.771  0.595763
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch8
839.01 3.148  0.584232
1415.73 5.462  0.63049
1494.27 5.771  0.77614
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch9
824.702 3.148  0.545687
1368.09 5.462  0.554848
1443.01 5.771  0.683639
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch10
763.557 3.148  0.529632
1280.45 5.462  0.404187
1350.44 5.771  0.605428
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch11
887.828 3.148  0.691197
1487.43 5.462  0.940697
1574.55 5.771  1.23913
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch12
589.157 3.148  0.607173
1020.74 5.462  0.636165
1079.14 5.771  0.892385
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch13
769.894 3.148  0.557216
1356.09 5.462  0.657034
1434.45 5.771  0.730803
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch14
806.272 3.148  0.655301
1379.65 5.462  0.578461
1459.87 5.771  0.652793
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEYch15
891.643 3.148  0.541185
1510.41 5.462  0.613655
1596.73 5.771  0.752321
