# tel3/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.196057 0.00375727
-0.123569 0.00407483
0.0814758 0.00404421
-0.0635725 0.00425213
-0.295596 0.00385821
-0.288538 0.00458732
-0.384204 0.00430857
-0.238696 0.00412994
-0.319073 0.00468405
-0.284556 0.00489203
-0.233487 0.00435818
-0.31745 0.00454917
-0.207638 0.00339431
-0.364438 0.00418555
-0.460593 0.00467611
-0.207884 0.00453318
