/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch0
1764.82 3.148  2.97017
3173.38 5.462  2.50341
3364.21 5.771  5.15892
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch1
1774.77 3.148  2.04879
3181.83 5.462  1.59558
3372.83 5.771  2.54149
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch2
1784.82 3.148  2.18853
3193.25 5.462  1.74696
3389.85 5.771  1.70869
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch3
1761.96 3.148  2.76403
3152 5.462  1.77735
3339.3 5.771  3.36085
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch4
1772.74 3.148  2.42917
3171.86 5.462  1.98215
3362.85 5.771  2.1127
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch5
1777.45 3.148  2.15722
3176.34 5.462  1.38492
3371.65 5.771  3.50894
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch6
1771.58 3.148  1.38073
3159.78 5.462  1.45307
3351.63 5.771  1.95065
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch7
1827.69 3.148  1.88547
3262.91 5.462  2.12517
3455.48 5.771  2.81432
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch8
1783.35 3.148  1.89483
3170.07 5.462  1.41797
3360.8 5.771  1.94537
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch9
1788.64 3.148  2.27786
3175.74 5.462  1.94974
3367.69 5.771  2.84233
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch10
1787.11 3.148  1.51439
3173.08 5.462  1.66044
3363.03 5.771  2.09163
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch11
1809.28 3.148  1.63328
3218.09 5.462  1.99378
3414.64 5.771  1.57798
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch12
1788.41 3.148  1.24071
3178.93 5.462  1.10872
3372.25 5.771  1.40643
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch13
1774.19 3.148  1.36558
3151.55 5.462  1.22573
3344.33 5.771  2.11895
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch14
1813.67 3.148  1.52939
3220.03 5.462  1.36796
3414.49 5.771  2.87329
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel5/dEXch15
1780.25 3.148  1.5742
3170.89 5.462  1.44502
3365.46 5.771  2.01988
