# tel4/pos_dEY/run0099 is created from MUXParamMaker.C
3580.67 3602.77
3602.77 3628.69
3628.69 3655.53
3655.53 3684.07
3684.07 3711.87
3711.87 3738.08
3738.08 3765.16
3765.16 3794.24
3794.24 3821.47
3821.47 3845.84
3845.84 3870.94
3870.94 3897.51
3897.51 3923.38
3923.38 3947.69
3947.69 3972.83
3972.83 3994.97
