# tel1/ch2MeV_dEX.dat is created from AlphaCalibration.C
# offset gain
0.147478 0.00465914
0.147478 0.00465914
0.130462 0.00415854
0.186402 0.00418632
0.198289 0.00408512
0.14518 0.00420473
0.183988 0.00416113
0.202576 0.00415582
0.121846 0.00417818
0.105598 0.00417197
0.170462 0.00429548
0.145923 0.00419035
0.192572 0.00421344
0.191897 0.00407496
0.202173 0.00422505
0.117807 0.00427332
