# tel4/dEY.dat is created from AlphaCalibration.C
# offset gain
0.0401821 0.00162085
0.049905 0.00163141
0.0415391 0.00165153
0.0420693 0.00168098
0.0527948 0.00163519
0.0467893 0.00169566
0.0445047 0.00165691
0.0589143 0.00166914
0.0473752 0.00167927
0.0454054 0.0016638
0.0417502 0.00165427
0.042852 0.00163576
0.04174 0.0016734
0.0359229 0.00159573
0.0289305 0.00167735
0.0233589 0.00163406
