# tel1/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
0.0238384 0.00410929
0.0719444 0.00415196
0.0380495 0.00414178
0.191021 0.00417946
0.0435107 0.00423221
0.197533 0.00422721
0.0674505 0.00423736
0.0977487 0.00408417
0.0644897 0.00420959
0.210598 0.00414497
0.0289179 0.00397916
0.178613 0.00408699
0.0503912 0.00411775
0.174102 0.00414658
0.181363 0.00412496
0.149775 0.00423405
