/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/Ech0
657.899 3.148  0.2842
1046.79 5.462  0.272587
1099.15 5.771  0.394129
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/Ech1
641.983 3.148  0.259093
1103.89 5.462  0.242072
1165.9 5.771  0.30849
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/Ech2
630.778 3.148  0.276728
1080.45 5.462  0.263206
1141.66 5.771  0.325701
