/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch0
1878.99 3.148  0.896115
3271.7 5.462  0.92486
3465.29 5.771  1.35295
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch1
1989.88 3.148  1.15974
3474.68 5.462  1.09687
3674.39 5.771  1.20146
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch2
1960.69 3.148  1.10487
3426.09 5.462  0.991697
3625.53 5.771  1.64345
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch3
1960.08 3.148  1.12437
3421.2 5.462  0.927315
3618.49 5.771  1.41457
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch4
1922.28 3.148  0.876728
3359.9 5.462  0.878953
3555.34 5.771  1.37339
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch5
1919.08 3.148  1.01387
3355.27 5.462  0.98071
3552.53 5.771  1.22071
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch6
1924.58 3.148  1.13015
3368.68 5.462  1.1593
3566.42 5.771  1.20971
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch7
1926.14 3.148  0.981307
3372.32 5.462  1.14067
3569.43 5.771  1.42979
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch8
1922.7 3.148  0.940599
3366.92 5.462  0.867658
3566.06 5.771  1.11472
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch9
1921.15 3.148  0.83103
3366.35 5.462  1.27523
3562.45 5.771  1.69897
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch10
1936.58 3.148  1.01133
3394.35 5.462  0.914666
3591.76 5.771  1.95147
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch11
1914.01 3.148  0.916298
3355.27 5.462  1.07958
3552.88 5.771  1.05926
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch12
1902.07 3.148  0.976712
3334.63 5.462  1.05986
3528.79 5.771  1.15399
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch13
1915.13 3.148  1.06679
3359.43 5.462  0.951631
3556.92 5.771  1.29737
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch14
1926.46 3.148  1.06681
3380.56 5.462  1.11414
3577.28 5.771  1.36554
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel4/dEXch15
1967.02 3.148  1.14227
3462.01 5.462  1.02826
3661.01 5.771  1.40948
