# tel5/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
0.211945 0.00165457
0.213594 0.00164745
0.198192 0.00163181
0.207278 0.00169814
0.212964 0.00162782
0.216273 0.00162705
0.224181 0.00165193
0.228551 0.00169952
0.205413 0.00160681
0.189787 0.00166988
0.199793 0.00167755
0.206182 0.00159726
0.209496 0.00168701
0.196763 0.00163978
0.193911 0.00166157
0.178674 0.00168065
