# tel2/ch2MeV_dEX.dat is created from AlphaCalibration.C
# offset gain
-0.463013 0.00834675
-0.478459 0.00804151
-0.33053 0.00782987
-0.497891 0.00776149
-0.53361 0.00781069
-0.293916 0.00740882
-0.436032 0.00773912
-0.566747 0.00792951
-0.458587 0.00772564
-0.403993 0.00766116
-0.487728 0.00804312
-0.2876	0.0071
-0.3731	0.0092
-0.3391	0.0076
-0.4673	0.0074
-0.135	0.0075
