/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch0
423.527 3.148  0.418728
703.127 5.462  0.352252
740.743 5.771  0.413156
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch1
429.163 3.148  0.30464
683.385 5.462  0.347654
718.444 5.771  0.701926
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch2
438.741 3.148  0.378067
709.977 5.462  0.360061
747.882 5.771  0.555132
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch3
417.202 3.148  0.388515
663.127 5.462  0.358217
695.758 5.771  0.436821
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch4
431.286 3.148  0.260126
683.689 5.462  0.313324
718.814 5.771  0.339127
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch5
404.369 3.148  0.300411
664.755 5.462  0.312634
700.593 5.771  0.448811
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch6
426.452 3.148  0.313919
703.045 5.462  0.29601
741.156 5.771  0.346693
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch7
408.864 3.148  0.339942
663.857 5.462  0.351214
699.473 5.771  0.433604
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch8
421.271 3.148  0.298525
676.919 5.462  0.260086
711.722 5.771  0.325016
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch9
412.167 3.148  0.358046
665.097 5.462  0.316729
701.408 5.771  0.408239
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch10
449.848 3.148  0.610777
762.009 5.462  0.881247
810.973 5.771  0.774565
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch11
412.181 3.148  0.307837
659.724 5.462  0.301702
693.972 5.771  0.366725
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch12
412.208 3.148  0.325709
667.549 5.462  0.284444
701.908 5.771  0.347621
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch13
407.418 3.148  0.327018
673.943 5.462  0.338475
712.174 5.771  0.651442
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch14
414.695 3.148  0.319831
670.406 5.462  0.279711
706.632 5.771  0.438464
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel2/dEXch15
404.497 3.148  0.351147
667.711 5.462  0.324315
702.717 5.771  0.391364
