# prm/ssd/tel3/ch2MeV_dEY.dat is created from AlphaCalibration.C
# offset gain
-0.271567 0.0044869
-0.177697 0.00423788
-0.220293 0.00431671
-0.293284 0.00447783
-0.180715 0.0033317
-0.335318 0.0040981
-0.419031 0.00456814
-0.179223 0.00446046
-0.214199 0.00400764
-0.356686 0.0042502
-0.267534 0.00447356
-0.261742 0.00384127
-0.00853913 0.00535799
0.109078 0.00394721
-0.0944543 0.00402275
-0.177193 0.00372986
