/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch0
755.952 3.148  0.34533
1313.31 5.462  0.360326
1388.28 5.771  0.522627
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch1
739.575 3.148  0.322614
1293.97 5.462  0.4491
1368.88 5.771  0.558112
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch2
750.601 3.148  0.340766
1306.22 5.462  0.373869
1381.87 5.771  0.475347
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch3
706.341 3.148  0.306728
1256.52 5.462  0.370393
1331.83 5.771  0.464525
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch4
734.886 3.148  0.29298
1278.99 5.462  0.297226
1351.89 5.771  0.57071
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch5
697.076 3.148  0.31201
1241.1 5.462  0.37446
1315.6 5.771  0.54295
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch6
739.974 3.148  0.311402
1292.74 5.462  0.348304
1366.91 5.771  0.485848
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch7
746.088 3.148  0.355427
1309.59 5.462  0.373106
1386.05 5.771  0.563687
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch8
733.36 3.148  0.365723
1279.88 5.462  0.320194
1352.37 5.771  0.447114
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch9
709.775 3.148  0.342144
1265.39 5.462  0.314181
1340.61 5.771  0.491419
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch10
782.677 3.148  0.344607
1361.42 5.462  0.351261
1440.67 5.771  0.579822
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch11
726.337 3.148  0.345007
1290.68 5.462  0.41472
1366.71 5.771  0.516875
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch12
752.639 3.148  0.296311
1310.68 5.462  0.383634
1385.93 5.771  0.517622
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch13
711.245 3.148  0.432745
1261.99 5.462  0.380961
1336.97 5.771  0.521035
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch14
722.118 3.148  0.278152
1281.31 5.462  0.341187
1357.29 5.771  0.471166
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel1/dEYch15
698.322 3.148  0.315229
1235.22 5.462  0.334124
1308.8 5.771  0.542828
