/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch0
849.586 3.148  0.462223
1390.64 5.462  0.51914
1463.27 5.771  0.687359
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch1
746.137 3.148  0.467511
1247.56 5.462  0.681552
1316.02 5.771  0.64295
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch2
886.819 3.148  0.491654
1493.71 5.462  0.543656
1579.02 5.771  0.652357
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch3
901.217 3.148  0.558273
1501.96 5.462  0.557372
1584.49 5.771  0.682651
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch4
877.435 3.148  0.58367
1482.18 5.462  0.646979
1565.48 5.771  0.758629
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch5
832.826 3.148  0.563217
1413.82 5.462  0.513007
1491.96 5.771  0.736437
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch6
848.578 3.148  0.489543
1443.56 5.462  0.497327
1522.47 5.771  0.771384
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch7
843.129 3.148  0.483241
1435.43 5.462  0.568576
1517.54 5.771  0.658093
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch8
853.612 3.148  0.673298
1464.66 5.462  0.668995
1546.97 5.771  0.803966
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch9
969.44 3.148  0.83787
1692.45 5.462  0.828669
1788.97 5.771  1.00429
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch10
841.823 3.148  0.610261
1436.91 5.462  0.581158
1515.67 5.771  0.78589
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch11
856.765 3.148  0.685741
1475.69 5.462  0.634318
1560.92 5.771  0.762603
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch12
778.73 3.148  0.549095
1337.84 5.462  0.568288
1414.24 5.771  0.816735
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch13
731.695 3.148  0.500452
1248.44 5.462  0.50885
1319.97 5.771  0.774234
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch14
813.8 3.148  0.64306
1383.61 5.462  0.610253
1460.69 5.771  0.670776
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel3/dEXch15
820.092 3.148  0.556588
1399.01 5.462  0.532802
1479.07 5.771  0.812011
