/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch1
1715.92 3.148  2.86318
3046.51 5.462  2.76232
3231.78 5.771  4.01623
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch2
1698.17 3.148  4.78478
3025.61 5.462  2.18989
3206.53 5.771  4.61558
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch3
1751.81 3.148  3.46463
3128.95 5.462  4.89311
3314.73 5.771  6.52333
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch4
1720.97 3.148  3.09855
3069.21 5.462  2.79572
3252.74 5.771  4.29931
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch5
1706.76 3.148  4.1103
3027.91 5.462  3.24693
3210.12 5.771  4.94929
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch6
1720.09 3.148  3.22397
3050.1 5.462  3.43188
3232.19 5.771  5.0357
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch7
1733.78 3.148  3.12154
3088.83 5.462  2.35524
3271.18 5.771  3.07552
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch8
1667.35 3.148  2.70973
2965.99 5.462  2.61121
3141.21 5.771  2.85868
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch9
1735.84 3.148  5.0873
3088.07 5.462  3.55888
3277.4 5.771  4.11985
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch10
1712.05 3.148  5.19214
3043.71 5.462  2.81735
3233.85 5.771  3.8758
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch11
1752.8 3.148  3.17988
3108.92 5.462  3.28866
3294.34 5.771  3.63779
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch12
1723.82 3.148  4.29751
3070.95 5.462  2.53936
3248.54 5.771  3.14128
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch13
1722.47 3.148  3.26025
3055.82 5.462  2.74801
3241.2 5.771  3.22981
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch14
1707.79 3.148  3.16081
3011.49 5.462  3.29755
3200.11 5.771  4.35195
/home/zq/art_analysis/he6p2024/he6p2024/figure/calib/tel6/dEYch15
1767.79 3.148  2.34569
3110.05 5.462  2.98865
3300.61 5.771  3.08008
